user_id,specialist_id,ratings,timestamp
1,55,5,1260759144
1,54,5,1260759144
1,233,3,1260759144
1,325,1,1260759144
1,339,4,1260759144
1,364,1,1298863157
1,382,1,1298863157
2,10,4,1298863157
2,12,1,949919322
2,56,4,949919322
2,59,5,1163373711
2,90,2,1163373711
2,135,5,1163373711
2,147,5,1154400170
3,64,2,942766251
3,65,2,942766251
3,66,2,942766251
3,67,2,942766251
3,115,1,1391657610
3,229,4,1331379748
3,235,3,1331379748
3,241,3,1331379748
3,246,2,1331379748
3,251,2,1331379748
3,257,2,1331379748
4,1,2,1331379748
4,2,2,1331379748
4,134,5,1331379748
4,152,3,1093028372
4,240,4,1093028372
4,267,2,1093028372
4,268,2,1093028372
4,301,1,1166586136
4,335,1,1166586136
5,23,1,1166586136
5,24,1,1166586136
5,25,1,1166586136
5,177,2,997939439
5,206,2,997939439
5,208,2,997939439
5,209,2,997939439
5,210,2,997939439
5,211,4,997939439
5,236,4,997939439
5,242,4,997939439
6,34,5,997939439
6,35,3,997939439
6,36,3,997939439
6,395,5,997939439
6,61,5,997939439
6,62,2,997939439
6,87,1,1338698424
7,190,1,1338698424
7,191,1,1338698424
7,269,3,1425875796
7,274,3,1425875796
7,317,5,1425875796
7,324,5,1425875796
7,341,4,1425875796
7,358,5,1425875796
7,360,5,1425875796
7,361,5,1425875796
7,379,1,1425875796
7,393,1,1425875796
8,3,4,1425875796
8,4,4,1425875796
8,148,3,1425875796
8,162,5,1425875796
8,218,4,1425875796
8,219,4,1425875796
8,234,4,1033344834
8,237,4,1033344834
8,258,3,1033344834
8,263,3,1033344834
8,277,3,1033344834
8,300,3,1033344834
9,29,1,1033344834
9,30,1,1033344834
9,103,1,1033344834
9,106,4,1345397753
9,139,1,1345397753
9,250,5,997937413
9,279,3,997937413
9,286,3,997937413
9,333,1,997937413
9,337,1,997937413
10,44,5,997937413
10,140,2,997937413
10,220,4,997937762
10,273,4,997937762
10,295,2,1033939395
10,315,2,1033939395
11,48,4,1033939395
11,49,2,1033939395
11,136,4,1033939395
11,151,5,1367800228
11,373,2,1367800228
11,387,2,1367800228
12,54,4,1222576379
12,233,3,1222576379
12,280,1,1222576379
12,340,3,1240203829
12,343,4,1240203829
12,384,4,1240203829
12,389,2,1240203829
12,399,5,1093028001
12,10,4,1093028001
13,14,5,1093028001
13,15,5,1093028001
13,56,3,1093028001
13,91,2,1093028001
13,92,1,1093028001
13,135,4,1093028001
13,146,3,1093028001
13,147,4,1093028001
13,64,4,1093028001
14,65,1,1093028001
14,66,1,1093028001
14,110,3,1093028001
14,111,5,1093028001
14,115,2,1093028001
14,241,4,1093028001
14,246,5,1093028001
14,251,5,1093028001
14,1,2,1093028001
15,2,5,1093028001
15,134,3,1093028001
15,152,5,1093028001
15,192,4,1093028001
15,223,5,1093028001
15,240,3,1093028001
15,224,1,1093028001
15,239,1,1093028001
15,279,5,1093028001
15,286,4,1093028001
